x,y
-2.7505924024811397,-3.798294151405978
-2.750595200066931,-3.7983827623033646
-2.7506091146739804,-3.7973215156202604
-2.7506118799390644,-3.7972962228165175
-2.7506284241145886,-3.7962576303647824
-2.750645649732725,-3.795198917369551
-2.7506602373987774,-3.794140712353267
-2.750673467648904,-3.793082903397206
-2.750673417033191,-3.7930600897152913
-2.750686342032236,-3.7920240132033958
-2.7507017953275583,-3.79096713905284
-2.7507030100588468,-3.790945287547651
-2.750722188319447,-3.7899101442367
-2.750721988959859,-3.7898884134534865
-2.7507367105749285,-3.788853255310221
-2.7507540617103525,-3.7877970541947428
-2.7507738097544174,-3.7867409502226166
-2.7507748623759314,-3.7867195961609013
-2.7507757245766307,-3.78671945155981
-2.7507764795900536,-3.786719349955712
-2.750805312347894,-3.7856848302585244
-2.750836798257891,-3.784629188950864
-2.7508706623847896,-3.7835736300520777
-2.750870780019954,-3.78355244234169
-2.7509034489576947,-3.7825181313761305
-2.7509334648139476,-3.781462510902599
-2.750933905558778,-3.7814413140420835
-2.7509636852554475,-3.780406898150975
-2.7509909425088974,-3.779351208881919
-2.7510157700422226,-3.7782954540501352
-2.7510382044545763,-3.7772396509162713
-2.7510589688754807,-3.7761838471106954
-2.751081612441832,-3.7751280633740225
-2.7510815166610443,-3.775106912187204
-2.7511050764731424,-3.77407239141791
-2.7511307373092655,-3.773016687865067
-2.751154684874763,-3.771960946075407
-2.751154300051233,-3.7719397586035948
-2.7511783040106845,-3.7709052216168586
-2.7512049859979717,-3.769849543193609
-2.751233398377503,-3.7687939124907057
-2.7512596393747306,-3.76773814819289
-2.751286186078335,-3.7666824853421663
-2.751286012783928,-3.766661340310439
-2.751286608700747,-3.76666137534396
-2.75128644250592,-3.766661402387964
-2.751312893586091,-3.7656269420395496
-2.7513412410484963,-3.7645713167567947
-2.751340973913532,-3.7645501368744294
-2.7513650281747815,-3.763515606518747
-2.751391039918011,-3.762459915759665
-2.7513907026607702,-3.762438729038422
-2.751412443904018,-3.7614041489517476
-2.75141229935373,-3.761382981215868
-2.7514334676125163,-3.7603484043305553
-2.75145187783826,-3.759292540408277
-2.7514685213651853,-3.7582366516280215
-2.7514876681222242,-3.7571808054082183
-2.7515089534255264,-3.7561249289325835
-2.7515298619419566,-3.7550691407321257
-2.7515482754154563,-3.7540133004404943
-2.751547634606199,-3.753992118252446
-2.7515610963569306,-3.7529574207853558
-2.751561048939236,-3.752936272011154
-2.751575116593212,-3.751901592981577
-2.7515912815882895,-3.7508457026392827
-2.7516050103374696,-3.7497897669601232
-2.7516170019289903,-3.74873382916545
-2.751617240593265,-3.7487126637363413
-2.7516335596287824,-3.7476779942630256
-2.751647917913433,-3.746622088916205
-2.7516640871340217,-3.7455661922726096
-2.7516778181313257,-3.744510261143898
-2.751677047632082,-3.74448905794071
-2.75168588711672,-3.7434543032865744
-2.7516920730979844,-3.74239830209529
-2.75169145099185,-3.742397970572954
-2.751696092041223,-3.7413632254976745
-2.751703540970496,-3.740307259843958
-2.75171350917952,-3.739251299278747
-2.7517259425265843,-3.7381953623003907
-2.7517260301097783,-3.73817420653069
-2.751726753885335,-3.7381742263334403
-2.7517404594366606,-3.737139549624073
-2.751751424680064,-3.7360835952280236
-2.7517599058793265,-3.7350276058057412
-2.7517659498990246,-3.733971600043617
-2.751770288463676,-3.7329156097881295
-2.7517771836049225,-3.731859629173109
-2.751776852190663,-3.731838451062731
-2.7517838293497356,-3.730803674052911
-2.75179348325774,-3.729747707866996
-2.751805567408586,-3.728691755604272
-2.7518065077942486,-3.728670572238988
-2.751823404077263,-3.727635904259752
-2.75184223596431,-3.726580074600663
-2.75185849944648,-3.7255241875449494
-2.7518722234141895,-3.7244682620639953
-2.7518834637694924,-3.7234123059876514
-2.751882704502572,-3.7233911157938753
-2.7518827192184725,-3.723391139564989
-2.7518913427849743,-3.7223563808491167
-2.75189127596626,-3.722335217646099
-2.751890555904776,-3.722335206077282
-2.751890612533778,-3.7223352256280955
-2.751890358625146,-3.72233515439125
-2.751899850571228,-3.7213004330020003
-2.7518995519921265,-3.721279263468033
-2.7519085508844547,-3.720244516949528
-2.75190800812885,-3.7202233245616094
-2.751912543725771,-3.7191885323933596
-2.7519190806347336,-3.718132532462283
-2.7519231496319385,-3.7170765104559296
-2.751924759927728,-3.716020483484374
-2.751924650836026,-3.714964477195056
-2.75192708376259,-3.7139084713628674
-2.7519313386609827,-3.7128524699958625
-2.7519315787669996,-3.7128313075554957
-2.7519365921706016,-3.711796539973519
-2.7519443550556884,-3.7107405596434933
-2.751944320740141,-3.710719391252262
-2.751944292838411,-3.710719404642928
-2.7519489228827196,-3.7096846528002088
-2.751949247928359,-3.7096634801508332
-2.7519543284491044,-3.7086286995207542
-2.751961438546707,-3.7075727053995418
-2.7519667678711976,-3.70651669464826
-2.7519738542552687,-3.7054606995420487
-2.751979157448767,-3.704404698685879
-2.751986922499412,-3.7033487128216094
-2.7519876254749245,-3.7033275292790475
-2.7520003097700823,-3.7022928127721197
-2.75201566513758,-3.7012369095996567
-2.752033411495829,-3.7001810340838244
-2.7520528252573873,-3.699125213650899
-2.7520696513977927,-3.6980693441213015
-2.7520839241059134,-3.6970134331882702
-2.752096392898453,-3.6959575056406706
-2.7520968139491124,-3.695936328700744
-2.752113529611249,-3.694901665044606
-2.7521275551616777,-3.6938457489343217
-2.752139829197945,-3.6927898156284282
-2.7521539327824303,-3.6917338961746653
-2.7521540272411587,-3.6917127341642764
-2.752168191831144,-3.690678026178971
-2.752180421487419,-3.6896220990365536
-2.7521944865049823,-3.688566173464915
-2.752193816924901,-3.6885449741605063
-2.752193904574351,-3.6885449932731222
-2.752206105814491,-3.6875102932530126
-2.7522203707852397,-3.686454376380977
-2.7522328779815664,-3.6853984336433214
-2.7522471636706474,-3.6843425142475317
-2.7522589849774572,-3.683286563880083
-2.7522582955549475,-3.6832653681452654
-2.7522659492232666,-3.6822306091691783
-2.752276342393894,-3.6811746531951344
-2.7522885193598823,-3.6801187111225193
-2.7522982016230833,-3.6790627414486687
-2.7523060981358074,-3.6780067665094798
-2.7523164891837206,-3.6769508107427105
-2.752316355810706,-3.6769296454038587
-2.752316247966282,-3.676929664165747
-2.7523235699543194,-3.6758949311584543
-2.752323096824256,-3.6758737441461165
-2.7523233484127556,-3.67587375083857
-2.7523235833115898,-3.6758737673813813
-2.752330531165748,-3.6748179620983734
-2.752337867997046,-3.673761981741878
-2.7523376613277213,-3.67374081425341
-2.752344225592841,-3.6727060608402087
-2.752348039235741,-3.6716500548755024
-2.752350096970836,-3.6705940468085654
-2.7523539652410127,-3.669538037855016
-2.752355396720068,-3.668482022239456
-2.752354395860695,-3.667426005598057
-2.7523516910719965,-3.6663700148118106
-2.752351546228421,-3.665314015706418
-2.7523512052654446,-3.6652928392877246
-2.7523503905089273,-3.664258073879211
-2.752347540923954,-3.663202078039774
-2.7523464842040384,-3.6621460649349262
-2.7523436666511523,-3.6610900621692535
-2.752343332185378,-3.660034053793059
-2.7523439691502585,-3.660012875034242
-2.7523445076291466,-3.660012891586633
-2.7523450047408655,-3.66001291688758
-2.7523540638606785,-3.6589781775355403
-2.752365817559799,-3.6579222241642926
-2.752366696077883,-3.6579010287931797
-2.752382910224157,-3.6568453202704596
-2.7523987127431058,-3.6557894427121598
-2.7524119845067427,-3.654733520623188
-2.7524234627746256,-3.6536775830469583
-2.752437424204145,-3.652621671832638
-2.752453160922566,-3.6515657902672296
-2.7524667432032777,-3.650509799375447
-2.752479959415775,-3.649453895752889
-2.7524914013297326,-3.6483979747075033
-2.752491794703873,-3.6483768178056355
-2.752492135991433,-3.648376852132768
-2.752510088760268,-3.6473422293368394
-2.7525095151650514,-3.6473210509163434
-2.752509683954649,-3.647321067166022
-2.752525477520048,-3.646286416025442
-2.7525255949215204,-3.6462860904708276
-2.7525441661241423,-3.64525147363457
-2.7525650699207107,-3.644195600221323
-2.7525862833400456,-3.6431398129736516
-2.7526091920084848,-3.642084071148845
-2.7526089699077128,-3.6420629151554373
-2.752626786627897,-3.64102828949386
-2.7526418640526558,-3.6399723913466464
-2.752654489033609,-3.6389164481699714
-2.752664702398679,-3.637860478437284
-2.752672534947353,-3.6368044884914754
-2.7526787042966068,-3.63574851751122
-2.752677958618178,-3.6357273226132456
-2.7526835986512954,-3.63469256077089
-2.7526872712541177,-3.6336365733393237
-2.7526867273860463,-3.6336153776107416
-2.752689773911668,-3.6325806052127594
-2.7526898159445965,-3.6325594520623126
-2.7526926659993136,-3.6315246517804076
-2.752693593547505,-3.6304686450661348
-2.752693053767821,-3.63044744627473
-2.752694114262666,-3.6294126402484617
-2.752697881851566,-3.628356628399281
-2.752704105544236,-3.627300618571661
-2.7527120463840116,-3.6262446383083087
-2.75271187627706,-3.626223461459081
-2.7527146948464605,-3.62518868487585
-2.7527154598025008,-3.624132676548744
-2.752717997384382,-3.6230766609332825
-2.752718761637214,-3.6220206489067106
-2.752721997530959,-3.620964640789137
-2.7527270014394367,-3.619908647512862
-2.7527294954973933,-3.618852641962573
-2.7527301888411504,-3.6177966406857616
-2.7527333677653365,-3.61674064089634
-2.752739018367793,-3.6156846486573073
-2.7527464094786325,-3.614628678789401
-2.7527519534665306,-3.6135726893546782
-2.7527599164525083,-3.612516713182752
-2.752770297535792,-3.6114607558751572
-2.75277126196085,-3.6114395712104965
-2.7527856880530726,-3.610404891907808
-2.7527973356110693,-3.6093489556139504
-2.752806466725315,-3.608292980244989
-2.7528131347768836,-3.6072369848713444
-2.752812309046284,-3.607215795712925
-2.752814109710608,-3.606180999735262
-2.7528139427106013,-3.6061598459166104
-2.75281563794089,-3.6051250312700174
-2.752815425721453,-3.6051038724946323
-2.75281708067053,-3.604069051042646
-2.752816854273157,-3.6030130447258073
-2.752818497949306,-3.601957013125938
-2.752817754128734,-3.600900983177691
-2.75281531318326,-3.5998449824644436
-2.752814741576814,-3.598788963337131
-2.7528117740368327,-3.5977329483454574
-2.7528116018787516,-3.59771180492935
-2.7528087805211396,-3.5966770092299303
-2.752804062181193,-3.5956210250881853
-2.7528034189161144,-3.5955998305596126
-2.752802905966251,-3.595599838106082
-2.752795386472743,-3.5945650935186664
-2.7527858808061665,-3.5935091290139716
-2.752778894474054,-3.592453132699346
-2.7527737094019074,-3.5913971284393873
-2.7527660472553093,-3.5903411382817167
-2.7527661332014204,-3.5903199779939134
-2.7527592631558133,-3.5892852235688535
-2.752759671348754,-3.589264046283905
-2.752757337609688,-3.588229252481308
-2.7527523120910016,-3.587173242083801
-2.7527448430266768,-3.586117236656048
-2.752744689799322,-3.5860960767860757
-2.752743909951013,-3.5860960800337187
-2.752734444916513,-3.5850613333163173
