x,y
-2.7387669961224557,-4.50206751528081
-2.738793481444421,-4.502157609282676
-2.7390705215601647,-4.501134097411703
-2.7393450277833122,-4.5001105444561
-2.739617008264942,-4.499087066388979
-2.7398865313313667,-4.498063540286741
-2.7401536509391398,-4.497039870999322
-2.740418410118411,-4.496015981561132
-2.740423516479627,-4.495994659771334
-2.7406835013134763,-4.494991904624309
-2.7409458878626163,-4.493968178525656
-2.7412068502060305,-4.492944271036553
-2.7414702747264372,-4.491921120878938
-2.741736144145454,-4.490898705130249
-2.7417409147643395,-4.49087783029323
-2.742000973839326,-4.489875908707531
-2.7422633462630177,-4.488852794349107
-2.7425240635832195,-4.487829302718257
-2.7427868588729,-4.486806295294631
-2.7430496717878943,-4.485783338187988
-2.7433121132949827,-4.484760401883707
-2.7435721770047383,-4.483736867412221
-2.743830568512942,-4.482712934966556
-2.7438348889347814,-4.482692273161496
-2.744088617982644,-4.481688914998913
-2.744349726637365,-4.4806656792982436
-2.744612522415984,-4.479642878323463
-2.744617111080449,-4.4796222913514345
-2.7448701777007827,-4.478618816103849
-2.745125415925722,-4.477594103714017
-2.7453789643714566,-4.4765689794767
-2.7456349514081153,-4.475544460580467
-2.745892682772951,-4.474520381265682
-2.745897728347644,-4.474499934309723
-2.746151362147948,-4.473496603814116
-2.7464117851226146,-4.472473211464619
-2.746669816939555,-4.471449200892987
-2.746926132632484,-4.470424772326115
-2.7471841863859803,-4.469400774745846
-2.7474398790628816,-4.468376183699137
-2.7476932045342948,-4.467351003612823
-2.747944196090383,-4.466325248938519
-2.7481935525238987,-4.465299123338104
-2.7484447324732524,-4.464273420963876
-2.7486936068674046,-4.4632471551569
-2.74894015781001,-4.462220327238551
-2.7491844091838056,-4.4611929489462305
-2.7494270507541825,-4.46016522151717
-2.749672218528755,-4.459138086038054
-2.749919884802578,-4.45811154370799
-2.7501693109287197,-4.45708542522471
-2.7504163424534998,-4.456058723012466
-2.7506609783974754,-4.45503144363324
-2.750664607044014,-4.455010651426421
-2.750900106157886,-4.454002905303508
-2.751138102896434,-4.4529740854217685
-2.7513785802172013,-4.451945826485704
-2.751621519871781,-4.450918143106068
-2.7518661856063074,-4.449890874168026
-2.7521091100198274,-4.448863190955312
-2.752353725858962,-4.447835911649061
-2.752358548044587,-4.447815410612546
-2.752599314371031,-4.446808926800659
-2.7528466006566874,-4.445782286808528
-2.753091481865257,-4.444755056454677
-2.7533339552753766,-4.443727253570178
-2.753574061072653,-4.442698894396007
-2.753577484175952,-4.442678057220337
-2.7538085920283035,-4.441669281540571
-2.754041434034444,-4.440639253506211
-2.7542719718443816,-4.4396086972558235
-2.754274967583129,-4.439587755110152
-2.754496802453905,-4.438576897563371
-2.754720195389927,-4.437544774478021
-2.7549419902114067,-4.436512332702542
-2.75494601442676,-4.436491663593013
-2.755167994606965,-4.435480860130566
-2.755392299583539,-4.4344489586656035
-2.755619088113193,-4.4334175861975345
-2.755848342719496,-4.432386757257665
-2.7560800100793847,-4.43135646705148
-2.756313360498064,-4.430326570034731
-2.7563135848664393,-4.4303262922121025
-2.7565409421976774,-4.429316693981114
-2.756775101157778,-4.428286987681937
-2.7570116226609898,-4.427257806673822
-2.7570162088142824,-4.427237275681921
-2.7572483709528273,-4.4262287116142645
-2.75748724061038,-4.425200068947548
-2.7574926644169127,-4.425179681793455
-2.757730910593166,-4.424172342983836
-2.7579716301312454,-4.423144132296611
-2.758214674613016,-4.4221164585774195
-2.7584593668585207,-4.421089194262883
-2.7587015829275465,-4.420061339288629
-2.758942020038403,-4.419033068766778
-2.759184155852027,-4.418005197864923
-2.7591888960407918,-4.4179846643810246
-2.759427260884856,-4.416977615769439
-2.7596727744221856,-4.415950544365584
-2.7599206714258973,-4.414924033600757
-2.7599254209026847,-4.414903532034011
-2.7601678585924967,-4.413897451481205
-2.7604121578569023,-4.412870087875289
-2.7606547053784114,-4.4118423057394285
-2.760898967458927,-4.41081492865508
-2.7611408399280086,-4.409786985057941
-2.76114532652823,-4.409766404679229
-2.761382735548722,-4.408759094699966
-2.7616227778464095,-4.407730740799415
-2.7618645991221826,-4.406702779616036
-2.7621040785750983,-4.405674270466971
-2.7623412045708773,-4.404645216418841
-2.7623445625487775,-4.404624349780411
-2.762572735005857,-4.403614915635465
-2.762575988233526,-4.4035940218595675
-2.762800069086745,-4.402583683462799
-2.763030370095541,-4.40155308287912
-2.7632583319091215,-4.400521952297856
-2.7634839374097444,-4.399490305101477
-2.7637078967219098,-4.398458328491021
-2.76393367814567,-4.397426729781252
-2.764157816430098,-4.396394792839532
-2.764383742017571,-4.395363232280387
-2.764607315049875,-4.394331157524114
-2.764829202545224,-4.393298739399775
-2.764832679280847,-4.393277936394984
-2.765049906914607,-4.39226612266403
-2.7652692384581163,-4.391233155305976
