x,y
-2.7490405765308608,-3.798308138849306
-2.7491100179074803,-3.7983954108385696
-2.7486450632455806,-3.797436092644165
-2.7481817483924162,-3.7964777439411117
-2.747720399578969,-3.7955203487189975
-2.7472599563680546,-3.794563947301798
-2.7472497915950767,-3.7945406339436816
-2.7472473011858805,-3.7945379138851014
-2.746796774932771,-3.7936030904046376
-2.746338752241147,-3.7926490529947654
-2.7458798023927122,-3.7916959599363707
-2.7454232034844166,-3.79074213929532
-2.7454145780104233,-3.790721633535172
-2.744971441145145,-3.789785327596168
-2.7449693908933925,-3.7897806829554876
-2.74452454326142,-3.788839947108102
-2.744075367866624,-3.7878836836969696
-2.7436276619332167,-3.7869268521183477
-2.7431776743674243,-3.785971172439801
-2.7427261108136665,-3.7850163050067733
-2.742276765131208,-3.784060445761484
-2.741828974925615,-3.783103911869973
-2.7418206802273812,-3.783084465143824
-2.7413822511904122,-3.782146872096977
-2.740936908045604,-3.7811892812132872
-2.7404899611119253,-3.7802324426597553
-2.74004522164717,-3.7792745898838476
-2.739602696486975,-3.7783157229555373
-2.7391617165406377,-3.7773561721651183
-2.738719064566292,-3.776397387031207
-2.7387111688316934,-3.7763778452218593
-2.738711740838387,-3.7763775830077684
-2.738283996665257,-3.7754351646526327
-2.737850192384399,-3.7744723541622904
-2.7374185710899313,-3.7735085543118356
-2.7369884722447226,-3.7725441022798853
-2.7365566641392536,-3.7715804001728714
-2.736127019274326,-3.7706157334857426
-2.736119634565051,-3.7705960022597353
-2.7361203695707825,-3.7705956885984064
-2.7357046214634537,-3.769647902648046
-2.735278781599104,-3.768681558901599
-2.7352711948727757,-3.768661933344792
-2.734852922271662,-3.767703150116815
-2.7344291580953968,-3.7667358917537452
-2.734006980038115,-3.7657679348858046
-2.7335831905134382,-3.764800688328767
-2.733575515834491,-3.76478110710356
-2.733159483713958,-3.7638218220248194
-2.7331516739161072,-3.763802380061225
-2.7327320543839866,-3.762833514321358
-2.732312077197154,-3.761864614128815
-2.732304062589215,-3.7618452159549243
-2.7318880415054387,-3.760886083870317
-2.73146647732882,-3.7599178809562637
-2.731047219904213,-3.7589486650633943
-2.730630264905133,-3.757978453927776
-2.7302155696970556,-3.757007273378856
-2.7298024559769862,-3.7560354338318023
-2.7297950345340225,-3.756015787806046
-2.7293904954344383,-3.75506319115236
-2.7289797866082637,-3.754090331151663
-2.7289722661243636,-3.7540706976454192
-2.7285661652387554,-3.753109772425306
-2.728153653161001,-3.7521376682511756
-2.7277427610055422,-3.7511648660855847
-2.7273299077427056,-3.7501928187837
-2.727321465640637,-3.750173585047206
-2.7269140926417963,-3.7492221977427493
-2.726909933929949,-3.7492116696095055
-2.726909980469756,-3.7492116770400106
-2.726505118758409,-3.7482592366448473
-2.7260947891253013,-3.7472862040637107
-2.726086799135274,-3.7472669284084876
