robot_id,episodes,success_rate_%,collision_rate_%,timeout_rate_%,avg_steps,avg_time_s,avg_mean_distance,avg_min_distance
0,28,100.00,0.00,0.00,2096.0,106.25,0.5502,-0.0000
1,27,100.00,0.00,0.00,2195.7,111.29,0.3869,-0.0000
2,27,100.00,0.00,0.00,2164.7,109.73,0.3682,-0.0000
