x,y
-1.2110120832900726,-4.550147716896114
-1.210916510527679,-4.55029343124056
-1.2108857610231796,-4.55033469146771
-1.2113051634302496,-4.549387472897706
-1.2113144926542323,-4.549367827826697
-1.2117366020380487,-4.548421934090636
-1.2117369703020444,-4.548420980395504
-1.2121610851918132,-4.547476313134584
-1.2121680123931116,-4.547458598624623
-1.2125906879592667,-4.5465133781531115
-1.2130192773297368,-4.545547864680436
-1.2130267686622904,-4.545527935288975
-1.2134426652065413,-4.544579908664404
-1.2134499909063132,-4.544559999059424
-1.2134493167708427,-4.544559533821328
-1.2134487107642127,-4.544559144103398
-1.2138561130728391,-4.543607614059545
-1.214269088181053,-4.542635595979791
-1.21467986102066,-4.541662653728534
-1.2150884525212826,-4.54068881100968
-1.2150951812882758,-4.540668803960023
-1.2154961507054665,-4.539703679392123
-1.2159032733257802,-4.538729190349648
-1.2163100891512233,-4.537754668056506
-1.2167153428042905,-4.536779516348395
-1.2171222511722843,-4.535805042753999
-1.2175275873906664,-4.534829929296372
-1.2175349941017215,-4.534810276547266
-1.2179318370420014,-4.5338544548873285
-1.218334011170628,-4.5328780215066375
-1.2187339356947395,-4.531900652724732
-1.2191316389018716,-4.530922378967564
-1.219527144408738,-4.529943215955681
-1.2199208154284311,-4.5289632482288855
-1.2203146057412813,-4.5279833466388775
-1.2207085061303182,-4.527003503816802
-1.2211021435449678,-4.5260236435937475
-1.2214942150462427,-4.525043169641424
-1.2218880085543509,-4.52406336003757
-1.2222802243534419,-4.52308292812903
-1.2222872962849145,-4.523063159914479
-1.222286943726852,-4.523063050682499
-1.2222865960377123,-4.523062948493817
-1.2222868808459901,-4.523063094404057
-1.2222871332452567,-4.523063222572123
-1.2226711549476397,-4.522102137238888
-1.2230609450269834,-4.521120700605306
-1.2234523837277513,-4.520139903822314
-1.223841558809256,-4.519158207037896
-1.2242284637734349,-4.518175613871752
-1.2242350414289798,-4.518155589531129
-1.22423434555066,-4.5181553242333115
-1.2242337224611126,-4.518155098847408
-1.2242331627023315,-4.518154896748081
-1.2242326537033719,-4.518154712907656
-1.224600369624179,-4.517187231422986
-1.2249778240627185,-4.516200972458283
-1.225357582973408,-4.515215588241209
-1.2253649165445333,-4.515195911492486
-1.225738743253944,-4.5142265565451645
-1.2261201077646402,-4.51324181648639
-1.2261279686307072,-4.513222425769713
-1.2265025577676316,-4.5122576510224635
-1.2268863360090159,-4.511273845830011
-1.2272684419973228,-4.510289376558583
-1.2276525012564738,-4.5093055932409305
-1.2280361602697576,-4.5083217580758275
-1.2284174843809137,-4.507337009310833
-1.228796498295289,-4.506351364272398
-1.228802967166278,-4.506331345987513
-1.2291720364825336,-4.505361010719176
-1.2295490638304498,-4.50437460493369
-1.2295556606712947,-4.504354625293994
-1.229920956600678,-4.503386287315836
-1.2302915387444189,-4.502397447481817
-1.230663820696399,-4.501409223431126
-1.2310344973140235,-4.500420411607941
-1.2310345746462488,-4.500420095756696
-1.231034236129111,-4.500420007888724
-1.2310345467266788,-4.500420164698941
-1.231400428485261,-4.499452084472827
-1.2314081915074873,-4.499432537640425
-1.2317788615274232,-4.498466249709027
-1.2317846919058582,-4.498450238162148
-1.2321548362547374,-4.497483766178388
-1.2325296558628123,-4.496496501530526
-1.2325362869129144,-4.496476506847769
-1.232900912333905,-4.495505347414253
-1.2332742977512487,-4.4945175420428916
-1.2336493240946278,-4.493530357032306
-1.2340220155313213,-4.492542287329305
-1.2343930339066245,-4.4915535995387215
-1.2347663702767682,-4.490565783431418
-1.2351420198150136,-4.489578843262061
-1.2355192810435884,-4.488592530601801
-1.235526977368505,-4.488572958226624
-1.2358969175014796,-4.487606001049834
-1.236271552190443,-4.486618676965836
-1.2366438943701206,-4.485630473492749
-1.2366508944791146,-4.48561077662216
-1.2366507888162408,-4.485610761715956
-1.2370181961667943,-4.484643199127248
-1.2373903941454003,-4.483654938912736
-1.2377607108042874,-4.48266589823445
-1.2381307686349543,-4.481676849487584
-1.238498617805661,-4.480686975424484
-1.238864256143748,-4.479696281195186
-1.2392277000884362,-4.478704778924904
-1.2395889625878191,-4.477712479174288
-1.2399486990157875,-4.476719665199877
-1.2399483134729508,-4.476719191201255
-1.2403030146640308,-4.4757469673323715
-1.240309721215559,-4.475727428673152
-1.2403089518135038,-4.475727161248044
-1.2406616317290409,-4.474754182736593
-1.240668337700635,-4.474734601829317
-1.2410216046330422,-4.473761838544908
-1.241384429762707,-4.472770113497354
-1.2413919011257244,-4.47275044444713
-1.2417523801910249,-4.471780307580456
-1.2421224439159892,-4.470791250961612
-1.2424941046103517,-4.46980279957193
-1.2424944046618822,-4.469802559986717
-1.2428572289289965,-4.46883332452384
-1.2432296463991166,-4.467845171404356
-1.2436036591358837,-4.466857623483095
-1.243975298723124,-4.46586917440814
-1.2439753538982425,-4.465868855906499
-1.2443374750379146,-4.464899363742764
-1.2443439068560305,-4.464879333415264
-1.244343385768657,-4.464879156421427
-1.244705991179776,-4.463887561351164
-1.245069011680594,-4.462895930230124
-1.2450756759398678,-4.462876005210736
-1.2450760845222555,-4.462876175578958
-1.245076145795324,-4.462876141277775
-1.2454335300243364,-4.461904906421954
-1.2457960669732147,-4.460913094263505
-1.2461602585741274,-4.4599218704772285
-1.2461674094788835,-4.459902105601857
-1.2465246132266172,-4.458930543816958
-1.2465315911142152,-4.458910805822736
-1.2468886614719283,-4.457939209826144
-1.2472502826560277,-4.456947029451031
-1.2472498406977723,-4.4569465160040895
-1.2472490603503354,-4.456946254053517
-1.2472490201376412,-4.456946280768237
-1.2472490131649794,-4.456946312076865
-1.2472484317909505,-4.4569461124390015
-1.2476012248953727,-4.455973173850657
-1.2479584247803348,-4.454979392594663
-1.2483140343499854,-4.453985057421923
-1.2483202781814013,-4.453964944587682
-1.2486684852296637,-4.452990353726771
-1.2490209866211697,-4.451994899978645
-1.2490268715645496,-4.451974631614941
-1.2493681236776373,-4.450997575109378
-1.249374549152249,-4.45097774098899
-1.2497157149644444,-4.450000544010197
-1.2500611260899748,-4.449002597750611
-1.250067382111721,-4.44898261608978
-1.2504070777383887,-4.44800503511684
-1.2507554227836448,-4.447008117164787
-1.2511015149324527,-4.44601040601003
-1.2514459950432082,-4.445012164672078
-1.2517922174183134,-4.444014511435431
-1.2521368374595567,-4.443016322835602
-1.2524838341261046,-4.442018955012472
-1.2528331950912925,-4.44102241022363
-1.25318420882298,-4.440026454538748
-1.2535335195681399,-4.439029896434039
-1.2538844568861827,-4.438033914527079
-1.2542330457576132,-4.437037103758833
-1.254579945170346,-4.43603971239685
-1.2545862571711692,-4.436019653047379
-1.2545866160557018,-4.436019800512353
-1.2549282430331292,-4.435042763525441
-1.2552740243199332,-4.434044965346697
-1.2556181645565707,-4.4330466073583255
-1.2559646840225058,-4.4320490702112725
-1.2563129051539923,-4.431052125550698
-1.2563190893571086,-4.431031997967847
-1.256319338252218,-4.431032103441214
-1.2563189268117294,-4.4310319814015635
-1.2566558750566652,-4.4300534582088975
-1.2569968528290698,-4.4290539999156
-1.2573355343180814,-4.428053751071655
-1.2576719483435956,-4.427052739838714
-1.2576780357712118,-4.427032748525227
-1.2580089080482542,-4.426052157814435
-1.2583482494551919,-4.425052148426533
-1.2586856791834247,-4.4240514120014165
-1.2590234659564237,-4.423050904065354
-1.2593636431854773,-4.422051200218495
-1.2593699685036428,-4.4220311507880785
-1.259703750936664,-4.421051491180266
-1.2600457777091185,-4.420052419068927
-1.2603854338513556,-4.419052522703653
-1.2607233852162185,-4.418052055139294
-1.261063008729578,-4.417052151711798
-1.261400969092987,-4.416051690542204
-1.2617406017969637,-4.415051793399032
-1.2620779077273825,-4.41405110555412
-1.26241354226153,-4.4130498690885585
-1.2627508907218192,-4.412049198595048
-1.263085939377157,-4.411047752640957
-1.263418680199334,-4.410045534946676
-1.2637494901876323,-4.409042607251094
-1.2640800337614813,-4.408039680751906
-1.264408982954277,-4.407036250655768
-1.2647403618700117,-4.406033610579298
-1.264747063765415,-4.406013692622452
-1.2650761160396335,-4.405032430815595
-1.26540904946508,-4.404030285261046
-1.2657396687317517,-4.403027359818616
-1.2660686642249044,-4.40202392396445
-1.266399418650951,-4.401021049016628
-1.2667285605298322,-4.400017660070629
-1.2670594320568898,-4.399014828081904
-1.2673880082593836,-4.398011238988693
-1.2677142791248888,-4.397006895768223
-1.2680386205756964,-4.396001857153232
-1.268362700036897,-4.394996822987521
-1.2686851855049162,-4.393991297160003
-1.2690094494549296,-4.392986319925507
-1.2693314455567382,-4.391980608957314
-1.2696518140472408,-4.390974399133384
-1.269973954746231,-4.389968734623127
-1.269979275179133,-4.389948345600292
-1.2702914754539898,-4.388961642924509
-1.2702970624854226,-4.388941373206636
-1.2706088463254828,-4.38795455023058
-1.2709247446831067,-4.386946903961802
-1.271243016004764,-4.385939991779869
-1.271563652392323,-4.384933829452293
-1.271569794165209,-4.38491370938213
-1.2715704543301103,-4.384913927656506
-1.2718870050327815,-4.383928583952904
-1.2718875277865251,-4.383928410084302
-1.2722057152768118,-4.382943650010484
-1.272527453449707,-4.381937854194121
-1.2728468163453843,-4.380931287094598
-1.2731638458758203,-4.379923981422149
-1.2734785760196359,-4.378915954560801
-1.2734835341048687,-4.378895443399925
-1.2737885172955172,-4.37790649595198
-1.273788434028033,-4.377906134946293
-1.2740953641563102,-4.376917805529052
-1.2741005684633493,-4.376897380323552
-1.27409999771523,-4.376897214216256
-1.274400796475516,-4.375906982499869
-1.2747093198307533,-4.374897044695149
-1.2747153374211253,-4.374877038478966
-1.274714860267028,-4.3748768943224094
-1.2747144516452833,-4.374876782525843
-1.2747147120410247,-4.374876876713662
-1.2750160777034327,-4.37388681733317
-1.2750216219595194,-4.373866534436195
-1.2753225107226744,-4.372876320926009
