robot_id,episodes,success_rate_%,collision_rate_%,timeout_rate_%,avg_steps,avg_time_s,avg_mean_distance,avg_min_distance
0,30,0.00,100.00,0.00,1980.0,243.56,0.5546,-0.0000
1,26,0.00,100.00,0.00,2217.2,270.66,0.3899,-0.0000
2,32,0.00,100.00,0.00,1824.0,223.28,0.3887,-0.0000
