robot_id,episodes,success_rate_%,collision_rate_%,timeout_rate_%,avg_steps,avg_time_s,avg_mean_distance,avg_min_distance
0,27,100.00,0.00,0.00,2143.1,72.01,0.5519,-0.0000
1,24,100.00,0.00,0.00,2429.6,81.63,0.4089,-0.0000
2,26,100.00,0.00,0.00,2285.7,76.80,0.3910,-0.0000
