robot_id,episodes,success_rate_%,collision_rate_%,timeout_rate_%,avg_steps,avg_time_s,avg_mean_distance,avg_min_distance
0,29,100.00,0.00,0.00,2017.0,151.32,0.1993,-0.0000
1,35,0.00,100.00,0.00,1668.7,125.21,0.1691,-0.0000
2,45,0.00,100.00,0.00,1305.5,97.94,0.1541,-0.0000
