x,y
-4.262018260370427,-4.498120564874475
-4.2620011922311845,-4.497275014538959
-4.262002431506832,-4.497247409666724
-4.261985855451647,-4.496186563614008
-4.261968397523921,-4.495126587799952
-4.261950229901121,-4.494067427861767
-4.261934468862354,-4.493008874357267
-4.261920291182728,-4.491953178660435
-4.261906114450966,-4.49089755064915
-4.2618913606801385,-4.489841709483803
-4.261875241625657,-4.488785872640184
-4.2618615787976,-4.487729986306005
-4.261850363739843,-4.486674060130425
-4.261841120042864,-4.485618040002767
-4.261831808154307,-4.4845620320328505
-4.2618228302967385,-4.483506102981141
-4.26181624987359,-4.482450145657719
-4.26181205467094,-4.481394167765796
-4.2618102193082485,-4.4803381768123085
-4.26181035516476,-4.4792821153780205
-4.261810716497808,-4.478226134070205
-4.261813054338413,-4.477170082106966
-4.261815621581831,-4.476114111054494
-4.261819828236027,-4.475058160017507
-4.2618218030977,-4.4740021066039075
-4.261824042813742,-4.472946139347487
-4.261827997293232,-4.471890180818717
-4.261829767043726,-4.470834126712634
-4.261831493293176,-4.469778083681844
-4.261833546750995,-4.468722128327359
-4.261837704623311,-4.467666092988961
-4.261841479994986,-4.466610146233072
-4.261843434194125,-4.465554183500624
-4.261847842997605,-4.464498217292657
-4.26185435445464,-4.463442182519656
-4.261861154050435,-4.462386233336556
-4.261870014868205,-4.461330220203459
-4.261879145228283,-4.460274291595862
-4.261889978408496,-4.459218385904614
-4.261898604605195,-4.4581623679984
-4.261907515801459,-4.457106438897217
-4.261907843101195,-4.4571061560461995
-4.261908442262053,-4.457106225392219
-4.261921958022991,-4.456071575608104
-4.2619227365395504,-4.456050418640941
-4.261941386745992,-4.455015806465185
-4.261962346317816,-4.453959939889163
-4.2619832224646075,-4.452904078898869
-4.262004366192896,-4.451848308997657
-4.262027556096625,-4.4507925052205675
-4.262050666196262,-4.449736711298518
-4.262074045833767,-4.448681006601634
-4.262099821156909,-4.447625346531227
-4.262127984728335,-4.446569738576648
-4.262158168644149,-4.445514113663929
-4.262187878375786,-4.444458574661266
-4.262215711961385,-4.443402963785618
-4.262245592405094,-4.442347330533332
-4.26227575629751,-4.4412917893196315
-4.262308313932229,-4.440236310061674
-4.262342562044763,-4.439180896913612
-4.2623749492020835,-4.438125405608969
-4.262409021519458,-4.437069975126173
-4.262440572268218,-4.43601445750703
-4.262469614294939,-4.4349588609606805
-4.262496892199971,-4.433903226758949
-4.2625266702784295,-4.432847653806964
-4.262558600391036,-4.4317920649657445
-4.262590856607178,-4.430736575768415
-4.262625541105206,-4.42968115639815
-4.262662639652372,-4.428625813324366
-4.262702120810219,-4.4275705523332105
-4.262703311161705,-4.427549417613211
-4.262746492223816,-4.4265155267159315
-4.26278717548655,-4.425460317551738
-4.262826030128377,-4.424405027772654
-4.262825583975239,-4.424383882522266
-4.262826082502024,-4.424383916379183
-4.262866715619857,-4.423328882264885
-4.262907706553832,-4.422273680656361
-4.2629504283959,-4.421218547033524
-4.262990658219336,-4.420163310164719
-4.26302910548453,-4.419108013245168
-4.263069327244261,-4.418052776937744
-4.2631074522136405,-4.416997388779742
-4.263145940955686,-4.415942109885061
-4.263146651358356,-4.415920984153443
-4.263188982675271,-4.414887057579177
-4.2631888359856935,-4.414886742588149
-4.263229882960068,-4.413852763500486
-4.263273394637706,-4.4127976683667605
-4.263319364679338,-4.411742661977
-4.263367406351061,-4.410687677888685
-4.2634150139443285,-4.409632772181233
-4.263460085680643,-4.408577745744726
-4.263503355758064,-4.407522644889426
-4.263548748329456,-4.406467552262772
-4.263594139308279,-4.405412473210382
-4.263639513615586,-4.4043574044484615
-4.2636845234166225,-4.403302406240646
-4.263727065415232,-4.402247291969483
-4.26376716153796,-4.401192071247273
-4.263805544072324,-4.400136800934388
-4.263846465555345,-4.399081615353756
-4.263889909872708,-4.39802652192453
-4.263935823918873,-4.3969715265301215
-4.263936271211704,-4.396971241958116
-4.263983386001294,-4.3959375579149365
-4.264028512314429,-4.394882463342642
-4.264073956236817,-4.393827463506303
-4.26412115115829,-4.392772537689726
-4.264165863553934,-4.391717494953935
-4.2642087958336115,-4.390662383167213
-4.264253513006349,-4.389607336103255
-4.2642957915407464,-4.38855218291717
-4.264335972694632,-4.387496876987638
-4.264376211629672,-4.3864415874315545
-4.264416857567815,-4.385386408408297
-4.264416125405698,-4.385365267833236
-4.264457167252367,-4.384331265107298
-4.264500561582296,-4.383276167122263
-4.264546045813849,-4.38222107343014
-4.264591808398751,-4.381166077096356
-4.264639616706684,-4.38011109726963
-4.264686989684394,-4.379056193543912
-4.264731823987601,-4.378001166777632
-4.2647748519938125,-4.376946063573741
-4.26477415668636,-4.376924929710494
-4.264817544289066,-4.3758910147624155
-4.264863245163424,-4.374836005249589
-4.264863717095341,-4.374835709710841
-4.264912177309849,-4.373802013395389
-4.264962173660336,-4.3727472168510975
-4.265009629595645,-4.371692284066284
-4.2650545596313165,-4.3706372352593235
-4.265097717632019,-4.369582121520486
-4.2651426617601365,-4.368527074620721
-4.265185517266717,-4.367471868215092
-4.265228396254986,-4.3664166780648435
-4.265228267458915,-4.366416386709749
-4.2652711974846405,-4.365361488400566
-4.265314509320823,-4.3643064251045605
-4.265359595248838,-4.363251419777621
-4.265402218404019,-4.3621963003801385
-4.265443078687006,-4.361141116349429
-4.2654860926241005,-4.360085932344391
-4.26552877824324,-4.359030820901397
-4.26556900965289,-4.357975603050741
-4.265607501925303,-4.356920330748044
-4.265647815346014,-4.355865109520569
-4.265685717224731,-4.354809792840589
-4.265721893515512,-4.353754431024512
-4.265721093479685,-4.353733257307198
-4.265757638039965,-4.352699085772411
-4.265796647741656,-4.351643807002915
-4.265796988976095,-4.35164350047667
-4.265838050981937,-4.350588500413596
-4.265879418059149,-4.3495333298239505
-4.26592285428776,-4.348478160485781
-4.265966228494259,-4.3474230009437544
-4.266009537340229,-4.346367848854951
-4.266010488328052,-4.346346756157515
-4.266056151434225,-4.3453130013285834
-4.266104572474422,-4.344258060462732
-4.266152583221752,-4.343203184343461
-4.266198424229266,-4.342148125198436
-4.266244241277285,-4.341093075950195
-4.26628970235825,-4.340038095861292
-4.266332703874308,-4.3389829993154745
-4.266373963020147,-4.337927840243033
-4.266417395448156,-4.336872678960682
-4.266460515184492,-4.335817588998633
-4.266501537641192,-4.33476233566184
-4.266502015356296,-4.334741236621499
-4.266545608477059,-4.3337073928398215
-4.266592332400387,-4.332652446984374
-4.266641179387834,-4.331597509252739
-4.266640574237293,-4.331576390240053
-4.266686833005747,-4.330521603751417
-4.2666870028142565,-4.330521321302804
-4.266733169192972,-4.329466553308424
-4.2667796728663605,-4.3284116158829775
-4.266828613537272,-4.327356772484048
-4.266879974523859,-4.326302035422596
-4.2669337227587025,-4.325247410929564
-4.266989489861202,-4.324192821609537
-4.266990934859941,-4.324171732057837
-4.26704875306846,-4.323138554173021
-4.267109066829641,-4.322084304201095
-4.267166830439368,-4.321029891308366
-4.267222060231622,-4.319975336230629
-4.2672748113108625,-4.318920649846182
-4.26732512810766,-4.3178658413523685
-4.26737304625196,-4.316810918916806
-4.267419290438284,-4.315755947740686
-4.2674681026679355,-4.314701085166588
-4.267519460899611,-4.313646337590178
-4.2675729681809305,-4.3125916185149755
-4.267626797950515,-4.311537006906684
-4.267682356402641,-4.310482488872015
-4.267735411813562,-4.309427833461204
-4.267786667778537,-4.308373090947672
-4.267840052840636,-4.307318371689848
-4.267893088850745,-4.306263726615566
-4.26794434897147,-4.3052089931031166
-4.267997381402397,-4.304154339627707
-4.268047964130897,-4.303099558793488
-4.2680967896713655,-4.302044704582411
-4.268147423755298,-4.300989923708453
-4.268195981169822,-4.2999349699776195
-4.26819495631461,-4.2999138100020735
-4.268240289644158,-4.2988800209675215
-4.268283720848518,-4.297824847281863
-4.26832685499143,-4.2967697380612915
-4.268367940521309,-4.295714473049226
-4.268409101276186,-4.2946592239133565
-4.2684506836659395,-4.29360408774862
-4.268494445382681,-4.2925489468460025
-4.268538229819241,-4.291493816398226
-4.268582361797959,-4.290438788303231
-4.268628614671684,-4.289383761963421
-4.268674492042792,-4.2883288076492025
-4.268674471052363,-4.28830767172507
-4.268674755914665,-4.288307732392434
-4.268718241369065,-4.287273880786772
-4.268764477394112,-4.286218827855074
-4.268811043695531,-4.285163868294926
-4.268859329948139,-4.284108990233547
-4.268905112845565,-4.2830539923591715
-4.2689487487184525,-4.281998826066896
-4.268992746486537,-4.280943769117889
-4.269038532292562,-4.2798887805007
-4.269038451570247,-4.279867622092423
-4.269078913956388,-4.278833627738371
-4.2690786075763505,-4.27883330832187
-4.2691164216354816,-4.277799216271152
-4.269151906144405,-4.276743813824031
-4.269184998554354,-4.275688319654501
-4.2692157279606056,-4.274632752732629
-4.269244816509364,-4.273577170093908
-4.269276497246732,-4.272521654617453
-4.269310743548469,-4.271466213127984
-4.269347493866737,-4.270410851359149
-4.269386000666989,-4.269355559402717
-4.269422005575877,-4.268300173700634
-4.269455516903697,-4.267244701574765
-4.269486581205636,-4.2661891514816475
-4.269515931406728,-4.265133571385226
-4.269547480415131,-4.264077966787459
-4.26957943305146,-4.263022471773985
-4.269613536011465,-4.261966958819644
-4.269647983153386,-4.260911548002132
-4.269684872901418,-4.259856210574953
-4.2696858767440915,-4.259835090173327
-4.269726535778441,-4.258801112316097
-4.269765138813987,-4.257745748772704
-4.269804058583286,-4.256690481112368
-4.269845428765656,-4.255635299692093
-4.269889230677096,-4.254580211120201
-4.269935088368341,-4.253525137684274
-4.269980498819482,-4.252470145028677
-4.269980665808589,-4.252469854809892
-4.270023100637825,-4.251435957917318
-4.270063860527217,-4.250380773733405
-4.2701063811663715,-4.249325640388761
-4.2701471499552595,-4.248270438543573
-4.270147882063181,-4.248249306384863
-4.270193244640944,-4.247194469083392
-4.270238622073001,-4.246139382290415
-4.270284334069481,-4.245084396426648
-4.270331791129035,-4.244029485851888
-4.270377109719271,-4.242974397250095
-4.270422410423828,-4.241919320202608
-4.270467712341359,-4.2408642530443235
-4.270513015355868,-4.239809193799824
-4.270558319307222,-4.238754140888356
-4.270603969027714,-4.237699187820479
-4.2706513819979905,-4.2366443014226
-4.270696318241404,-4.235589291694573
-4.270738781512824,-4.234534167777139
-4.270739085428098,-4.234513053721051
-4.270781222477016,-4.233479112058463
-4.270821164581082,-4.232423868523208
-4.270858727289707,-4.231368523737716
-4.2708577797625065,-4.231347303496772
-4.27089150404464,-4.23031305603199
-4.270927174726954,-4.229257651396564
-4.270960809088119,-4.228202101131254
-4.270994854170436,-4.227146665401221
-4.271031080908314,-4.22609121671929
-4.271067681215147,-4.225035874076501
-4.271106047411912,-4.223980590333166
-4.271142285204797,-4.22292514888915
-4.271178515419336,-4.221869719889754
-4.2712144044670115,-4.220814365443322
-4.271213943072785,-4.2207932069374525
-4.27124526336501,-4.2197378769581615
-4.271276611568276,-4.218682294387505
-4.27130799251329,-4.217626719075999
-4.2713397476354125,-4.216571244123637
-4.271373640786512,-4.215515746293542
-4.271407173616738,-4.214460323114719
-4.271438922668353,-4.213404837747628
-4.271472435746378,-4.212349396566422
-4.27150349135866,-4.211293870003433
-4.271532785123987,-4.210238299614003
-4.271563883579239,-4.209182767456089
-4.271592899739069,-4.208127101305384
-4.271622293533189,-4.207071539789994
-4.271622860338819,-4.207050415500678
-4.271656899066798,-4.205995162709194
-4.2716909572570785,-4.2049396583305425
-4.27172500737567,-4.203884161121583
-4.271758698813471,-4.202828737616278
-4.271790272528695,-4.201773164713629
-4.271821867526113,-4.2007176014834995
-4.271853495157687,-4.199662046435494
-4.271884798764596,-4.198606561480068
-4.2719140091651475,-4.197550931871448
-4.271943262046138,-4.196495310209407
-4.271972564533496,-4.19543969531482
-4.272002252668267,-4.194384177054601
-4.272033736930528,-4.1933286933460545
-4.272062767661576,-4.192273124658691
-4.272062090013164,-4.192251962399479
-4.272086185738594,-4.191217474751694
-4.2720853751484755,-4.191196292071852
-4.272104736037347,-4.190140657150826
-4.272124504391192,-4.189084862813722
-4.272146091136144,-4.1880290872289105
-4.272165940770647,-4.1869732834678866
-4.272187937581246,-4.185917441534962
-4.272209946463285,-4.184861613971159
-4.272210342574381,-4.184840494606014
-4.272234821119815,-4.183784985615235
-4.272259673359024,-4.182729309522496
-4.272286636962503,-4.1816735981292625
-4.272313571948864,-4.180617896878638
-4.272313329964404,-4.180596778731623
-4.272337318421463,-4.179562306937623
-4.272359275383621,-4.178506561897198
-4.27238369397555,-4.177450851873256
-4.272410231235689,-4.176395117375028
-4.272437074698108,-4.175339476170577
-4.27246632746993,-4.174283891727316
-4.272497636857143,-4.1732282937178855
