x,y
-4.262078655845757,-4.498914350734814
-4.262115514092592,-4.4978294812220705
-4.262231683881691,-4.496802368691709
-4.262232102580774,-4.496780972259905
-4.26234950582402,-4.495752338977692
-4.262466367587297,-4.494702517042364
-4.262584713435675,-4.493653030934905
-4.262700629450392,-4.492603299175659
-4.262814537911776,-4.491553217279718
-4.262928077008669,-4.4905032799979
-4.263040014898311,-4.48945314718334
-4.263153692440351,-4.488403244921623
-4.263264982127207,-4.487353091422996
-4.263373871820543,-4.486302689622334
-4.263480390899963,-4.485252047516688
-4.263584562939316,-4.484201172379231
-4.263687118601292,-4.483150158603551
-4.263791546148576,-4.482099317755867
-4.263893633182998,-4.481048246928114
-4.2639940585919724,-4.479997035877252
-4.264096339508957,-4.478945989701756
-4.2641962573684,-4.477894714822898
-4.264294490222392,-4.476843300905213
-4.264394570391331,-4.47579204574708
-4.264492275939367,-4.474740565107882
-4.26458759135767,-4.47368886325004
-4.264680543645867,-4.472636948620219
-4.264771154645881,-4.471584828854035
-4.264860133390341,-4.470532602161006
-4.264951013645788,-4.46948051072138
-4.265039902712769,-4.468428180760235
-4.265128534359894,-4.467375914284942
-4.265214806792142,-4.4663234463094605
-4.265298721044807,-4.465270783336827
-4.26538029767549,-4.4642179333614385
-4.265460244269617,-4.463164990193792
-4.265542098210488,-4.462112163489004
-4.265621615430007,-4.461059154891921
-4.265698772497602,-4.460005968295895
-4.265774281479177,-4.458952692176446
-4.265851684026674,-4.4578995267900225
-4.265927083512685,-4.456846147236589
-4.266002912219567,-4.455792902008795
-4.266080589313753,-4.454739773562947
-4.26615586217725,-4.453686464191396
-4.2662287205020695,-4.452632979931922
-4.266299887710817,-4.451579401502264
-4.266372914177969,-4.450525928888666
-4.266444256169812,-4.449472355691695
-4.266517422031639,-4.448418893089774
-4.266588875589472,-4.447365323337369
-4.266662130115372,-4.446311867188848
-4.266732961395309,-4.445258241325946
-4.266801363003746,-4.444204451658865
-4.266867369332963,-4.4431505068977595
-4.266931008161049,-4.4420964148561275
-4.26699264670405,-4.441042139592049
-4.26705441869946,-4.439987887351042
-4.267116655149839,-4.4389337654709555
-4.267180753332727,-4.437879732668234
-4.267242454676138,-4.436825548618503
-4.267301747137194,-4.435771219752482
-4.2673586607139695,-4.434716754843029
-4.2674132196722745,-4.433662161751886
-4.267465443475073,-4.432607447651899
-4.267464529460447,-4.432586207532081
-4.2675117676471785,-4.4315524753725954
-4.267557425022217,-4.430497484554916
-4.267604975201136,-4.429442540265416
-4.26765052464258,-4.428387440697723
-4.2676961668459965,-4.427332361651038
-4.267741546996511,-4.426277356509596
-4.267784887342455,-4.425222188820744
-4.267827959519878,-4.424167092708634
-4.267868655871855,-4.423111893132402
-4.2679076747803455,-4.422056649798907
-4.267948565942414,-4.421001451521144
-4.267987085553317,-4.4199461582752795
-4.2680239107930165,-4.418890824197318
