robot_id,episodes,success_rate_%,collision_rate_%,timeout_rate_%,avg_steps,avg_time_s,avg_mean_distance,avg_min_distance
0,28,100.00,0.00,0.00,2099.3,114.19,0.5497,-0.0000
1,27,100.00,0.00,0.00,2198.5,119.63,0.3913,-0.0000
2,27,100.00,0.00,0.00,2151.0,116.96,0.3688,-0.0000
